Sub * SUBJ SUBJ !«œ»Ì« !
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,SUB,POS,6 êÊÌ‰œ
W * V V,PRE,NC,3 „œ Â«” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * P P »Â
W * N N,SING,COM ”Ì«Õ 
W * ADJ ADJ,INO ê–—«‰ÌœÂ
W * CON CON «„«
W * QUA QUA ÂÌç
W * P P «“
W * N N,SING,COM „Ê·œ
W * CON CON Ê
W * N N,SING,COM,GEN „‰‘√
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM ¬ê«ÂÌ
W * N N,SING,COM œ” 
W * V V,PA,NAR,NEG,3 ‰œ«œÂ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM »Ì«‰
W * V V,PRE,ADJC,3 ÅÌœ«” 
W * CON CON ﬂÂ
W * N N,SING,PR ÿ«·»Ì
W * P P «“
W * N N,SING,COM Œ«—Ã
W * ADJ ADJ,INO ¬„œÂ
W * CON CON Ê
W * N N,SING,COM,INDF „œ Ì
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO ê–—«‰ÌœÂ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,SING,COM ﬁÌ«”
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM «Ì—«‰Ì ‰é«œ
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê·Ì
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * P P œ—
W * ADV ADV,I ﬂÃ«
W * P P »Â
W * N N,SING,COM œ‰Ì«
W * V V,PA,SIM,POS,3 ¬„œ
W * CON CON Ê
W * ADV ADV,I ﬂÃ«
W * ADJ ADJ,INO Å—Ê—œÂ
W * CON CON Ê
W * ADJ ADJ,INO »«·ÌœÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADJ ADJ,SIM „Õ”Ê»
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADV ADV,GENR,CMPR »Ì‘ —
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * P P «“
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM ç‘„ ÅÊ‘Ì
W * V V,SUB,POS,3 ê—œœ
W * DELM DELM .
W * CON CON çÊ‰
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,INDF,SING ¬‰çÂ
W * P P,GEN œ—»«—Â
W * N N,SING,PR ⁄«Ã“Ì
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * ADJ ADJ,INO ‰ê«‘ Â
W * ADJ ADJ,INO ‘œÂ
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * ADJ ADJ,SIM Ê«÷Õ
W * CON CON Ê
W * ADJ ADJ,SIM,INDF —Ê‘‰Ì
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PRS,NEG,3 ‰„Ì ¬Ìœ
W * DELM DELM °
W * CON CON Ê
W * P P,GEN ‰“œ
W * PRO PRO,personal,SING,1 „‰
W * N N,PL,COM,INDF ﬂ «»Â«ÌÌ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,PR ⁄«Ã“Ì
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PA,NAR,NEG,3 ‰Ì«„œÂ
W * CON CON «„«
W * CON CON »Â Â—Õ«·
W * N N,SING,COM  ÕﬁÌﬁ
W * P P,GEN œ—»«—Â
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM ÷—Ê—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,PL,COM  –ﬂ—Â Â«
W * P P —«Ã⁄ »Â
W * N N,SING,NUM œÊ
W * N N,SING,COM ‘«⁄—
W * P P »Â
W * N N,PL,COM,GEN ‰«„Â«Ì
W * N N,SING,PR,GEN €»«—Ì
W * N N,SING,PR ﬂ«»·Ì
W * CON CON Ê
W * PRO PRO,INDF,SING œÌê—Ì
W * N N,SING,PR,GEN €»«—Ì
W * N N,SING,PR «—œ” «‰Ì
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN €»«—Ì
W * N N,SING,PR ﬂ«»·Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM °
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * DELM DELM °
W * N N,SING,PR,GEN €»«—Ì
W * N N,SING,PR «—œ” «‰Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM ‰ÊÊ«—œÌ‰
W * P P «“
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,INO œ«‰” Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON «„«
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ÅÌçÌœÂ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ‰Ì«“„‰œ
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ç‘„ ÅÊ‘Ì
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P —«Ã⁄ »Â
W * N N,SING,PR,GEN ›Ì÷Ì
W * N N,SING,PR  —» Ì
W * DELM DELM °
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * V V,PA,NAR,POS,3 ‰Ê‘ Â
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,3 ¬„œ
W * CON CON Ê
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM ÿÊ·«‰Ì
W * N N,SING,COM,GEN „œÕ
W * N N,SING,PR «ﬂ»—‘«Â
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * P P,GEN œ—»«—Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,NFL,GEN ¬„œ‰
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM „—œœ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN  –ﬂ—Â Â«Ì
W * DET DET ¬‰
W * N N,SING,COM “„«‰
W * CON CON Ì⁄‰Ì
W * N N,SING,PR ‰›«Ì” «·„¬À—
W * DELM DELM °
W * N N,SING,PR „‰ Œ» «· Ê«—ÌŒ
W * DELM DELM °
W * N N,PL,COM,GEN ÿ»ﬁ« 
W * N N,SING,PR «ﬂ»—Ì
W * CON CON Ê
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,PR «ﬂ»—Ì
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,INDF «‘«—Â «Ì
W * V V,PA,NAR,NEG,6 ‰ﬂ—œÂ «‰œ
W * DELM DELM .
W * CON CON ê—çÂ
W * N N,PL,COM,GEN  –ﬂ—Â Â«Ì
W * ADJ ADJ,SIM »⁄œÌ
W * P P «“
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * ADV ADV,GENR,SIM ﬂÊ—ﬂÊ—«‰Â
W * N N,SING,COM  »⁄Ì 
W * V V,PA,NAR,POS,6 ‰„ÊœÂ «‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,PR,GEN ÃÂ«‰êÌ—
W * N N,SING,PR ‘«ÂÌ
W * P P «“
W * N N,SING,PR,GEN „Ì—›Ì÷Ì
W * N N,SING,PR Â—ÊÌ
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 13
W * DELM DELM (
W * CON CON Ê
W * N N,SING,SURN „·«
W * N N,SING,PR ›Ì÷Ì
W * DELM DELM )
W * N N,SING,PR „Ì—„⁄“«·œÌ‰
W * N N,SING,PR „Õ„œ
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 29
W * DELM DELM °
W * N N,SING,NUM 472
W * DELM DELM (
W * N N,SING,COM,INDF –ﬂ—Ì
W * P P «“
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ‘«⁄—
W * P P »Â
W * N N,SING,COM „Ì«‰
W * ADJ ADJ,INO ¬„œÂ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM €“·
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * SUBJ SUBJ !!!
W * P P »Â
W * N N,SING,COM,GEN œÊ—
W * N N,SING,TIME „«Â
W * N N,SING,COM,AFF,2 —Œ 
W * N N,SING,COM ¬› «»
W * CON CON Ì⁄‰Ì
W * ADV ADV,I çÂ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ÅÌ‘
W * N N,SING,COM Œ«·
W * CON CON Ê
W * N N,SING,COM,AFF,2 Œÿ 
W * N N,SING,COM,GEN „‘ﬂ
W * ADJ ADJ,SIM ‰«»
W * CON CON Ì⁄‰Ì
W * ADV ADV,I çÂ
W * SUBJ SUBJ !!!
W * DELM DELM .
W * N N,SING,COM ﬁÌ«”
W * P P »—
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * N N,SING,NUM,INDF ÌﬂÌ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * DELM DELM .
W * CON CON œ—Õ«·Ì ﬂÂ
W * P P œ—
W * N N,SING,PR ‰›«Ì” «·„¬À—
W * DELM DELM °
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,PR „·«›Ì÷Ì
W * DELM DELM )
W * N N,SING,PR „Ì—„⁄“«·œÌ‰
W * N N,SING,PR „Õ„œ
W * DELM DELM (
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM Œ·«’Â
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,PR,GEN ›Ì÷Ì
W * N N,SING,PR  —» Ì
W * ADJ ADJ,SIM —Ê‘‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,PR ‰›«Ì”
W * CON CON Ê
W * N N,SING,COM €Ì—Â
W * P P œ—
W * N N,SING,COM ç‘„ ÅÊ‘Ì
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN «‰ﬂ«—
W * N N,SING,COM,GEN Ê—Êœ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ê
W * N N,SING,COM,AFF,3 «— »«ÿ‘
W * P P »«
W * N N,SING,LOC,GEN œ—»«—
W * N N,SING,PR «ﬂ»—
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * CON CON ‰Ì“
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ‘«⁄—
W * N N,SING,COM «‘«—Â
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * P P —«Ã⁄ »Â
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * CON CON ‰Ì“
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P «“
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM,GEN „‘ﬂÊﬂ
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * DELM DELM )
W * CON CON Ì⁄‰Ì
W * N N,SING,COM ‘ﬂ
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ”›—
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ê
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,NFL,AFF,6 »Êœ‰‘«‰
W * DELM DELM (
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,PR,GEN ﬁœ”Ì
W * N N,SING,PR ﬂ—»·«ÌÌ
W * DELM DELM )
W * N N,SING,PR ”»“Ê«—Ì
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 1572
W * DELM DELM (
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN «»Ê«·›÷·
W * N N,SING,PR ⁄·«„Ì
W * P P œ—
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,PR «ﬂ»—Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,NUM 95
W * N N,SING,COM,INDF ‘«⁄—Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,GEN œ—»«—
W * N N,SING,PR ‘«Â
W * ADJ ADJ,SIM Ê«»” Â
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * ADJ ADJ,INO ê‰Ã«‰ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * ADV ADV,GENR,NEGG »Â ÂÌç ÊÃÂ
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * CON CON çÊ‰
W * N N,SING,PR «»Ê«·›÷·
W * N N,SING,COM,GEN ‘«Âœ
W * ADJ ADJ,SIM,GEN ⁄Ì‰Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM,GEN ‰ê«—‰œÂÒ
W * DET DET «Ì‰
W * N N,PL,COM ”ÿÊ—
W * P P œ—
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * N N,SING,NFL,GEN ¬Ê—œ‰
W * PRO PRO,personal,SING,3 ÊÌ
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,PL,COM «ﬁÊ«·
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ê—œ
W * N N,SING,COM ”Ê¡ ›«Â„
W * N N,SING,COM «ÌÃ«œ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM —Ê‘‰
W * DELM DELM °
W * N N,SING,PR,GEN ﬂ·» ⁄·Ì
W * N N,SING,PR  »—Ì“Ì
W * P P œ—
W * N N,SING,COM,GEN ⁄’—
W * N N,SING,PR «ﬂ»—
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM .
W * CON CON «„«
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * N N,SING,COM,GEN –ﬂ—
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM —Ê‘‰
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN —«Â
W * N N,PL,LOC,GEN ⁄ »« 
W * ADJ ADJ,SIM ⁄«·ÌÂ
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 1020
W * N N,SING,NPR Â‹
W * V V,PA,SIM,POS,3 œ—ê–‘ 
W * DELM DELM .
W * CON CON «„«
W * V V,PA,NAR,NEG,3 ‰‰Ê‘ Â
W * CON CON ﬂÂ
W * P P «“
W * ADV ADV,I ﬂÃ«
W * P P »Â
W * N N,PL,LOC ⁄ »« 
W * N N,SING,COM „ ÊÃÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * ADJ ADJ,SIM,GEN ‰Ì«“„‰œ
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ”ﬂÊ 
W * N N,SING,PR ⁄—›« 
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ‘ﬂ
W * RA RA —«
W * N N,SING,COM  √ÌÌœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Ê—Êœ
W * N N,SING,COM,INDF ·– Ì
W * N N,SING,PR Â„œ«‰Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON ‰Ì“
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * V V,PRE,SIM «” 
W * CON CON «„«
W * ADJ ADJ,SIM Õ „Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,GEN Ê—Êœ
W * N N,SING,PR „« „Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ê
W * N N,SING,COM,GEN Ê«»” êÌ
W * PRO PRO,personal,SING,3 «Ê
W * P P »«
W * N N,SING,PR «ﬂ»—
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM Ê÷ÊÕ
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF  –ﬂ—Â «Ì
W * P P »—
W * N N,SING,COM,GEN Œ·«›
W * DET DET «Ì‰
W * N N,SING,COM ﬁÊ·
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * V V,AUX,NIN,POS »«Ìœ
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * N N,SING,COM Œ«—Ã
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN „ƒ·›
W * N N,SING,PR ⁄—›« 
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,NUM ”Â
W * N N,SING,COM ‰›—
W * P P »Â
W * N N,PL,COM,GEN ‰«„Â«Ì
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR “„«‰
W * DELM DELM °
W * N N,SING,PR „Õ„œ
W * N N,SING,PR „ÂœÌ
W * CON CON Ê
W * N N,SING,PR „Õ„œ
W * N N,SING,PR ÌÕÌÌ
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * CON CON Ê
W * CON CON çÊ‰
W * P P »—
W * N N,SING,COM,GEN Œ·«›
W * PRO PRO,DEMO,SING ¬‰
W * N N,PL,COM,INDF „ÿ·»Ì
W * V V,PA,NAR,POS,3 œÌœÂ
W * DELM DELM °
W * CON CON »‰«»—«Ì‰
W * N N,SING,COM,GEN Ê—Êœ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  —œÌœ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
Sub * SUBJ SUBJ !¬êÂÌ!
W * N N,SING,LOC ﬂ‰‹œÊ
W * P P »«
W * N N,SING,COM,INDF „ÕÌÿÌ
W * ADJ ADJ,SIM “Ì»«
W * CON CON Ê
W * ADJ ADJ,SIM  „Ì“
W * CON CON Ê
W * N N,PL,COM,GEN €–«Â«Ì
W * ADJ ADJ,SIM,GEN ŒÊ‘„“Â
W * ADJ ADJ,SIM «Ì—«‰Ì
W * ADJ ADJ,SIM,GEN ¬„«œÂÒ
W * N N,SING,COM Å–Ì—«ÌÌ
W * P P «“
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON Ê
W * N N,PL,COM,AFF,5 ⁄“Ì“«‰ «‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,GEN —” Ê—«‰
W * N N,SING,LOC ﬂ‰œÊ
W * P P œ—
W * N N,SING,LOC,PR ·‰œ‰
W * N N,SING,COM,GEN «—“‘
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »«—
W * N N,SING,COM  Ã—»Â
W * N N,SING,NFL ﬂ—œ‰
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * N N,SING,COM  ·›‰
W * DELM DELM :
W * N N,SING,NUM 020
W * N N,SING,NUM 4277
W * N N,SING,NUM 8242
W * N N,SING,NUM 020
W * N N,SING,NUM 4277
W * N N,SING,NUM 9676
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
Sub * SUBJ SUBJ !«œ»Ì« !
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * DELM DELM °
W * N N,SING,SURN ‘«Â
W * N N,SING,PR „— ÷Ì
W * ADJ ADJ,SIM “»—œ” 
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM «„—«
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,ORD «Ê·
W * P P »Â
W * N N,SING,LOC,PR œﬂ‰
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM °
W * CON CON ”Å”
W * P P »Â
W * N N,SING,LOC,GEN œ—»«—
W * N N,SING,PR «ﬂ»—
W * ADJ ADJ,SIM Ê«»” Â
W * V V,PA,SIM,POS,3 ê—œÌœ
W * CON CON «„«
W * P P »Â
W * N N,SING,COM,GEN ⁄ﬁÌœÂÒ
W * N N,PL,COM  –ﬂ—Â ‰ÊÌ”«‰
W * ADJ ADJ,SIM œÌê—
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM Â‰œÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON ÷„‰«
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,LOC,GEN “«œê«Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,INDF «‘«—Â «Ì
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM  –ﬂ—Â ‰ÊÌ”«‰
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,PR ”ÌÊ” «‰Ì
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * CON CON Ê
W * N N,SING,PR,GEN ’»Õ
W * N N,SING,PR ê·‘‰
W * DET DET «Ì‰
W * N N,SING,COM ‘«⁄—
W * RA RA —«
W * N N,SING,COM,GEN «Â·
W * N N,SING,LOC,PR ”„‰«‰
W * V V,PRS,POS,3 „Ì œ«‰œ
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * N N,SING,NFL,GEN ê‰Ã«‰œ‰
W * N N,SING,COM,GEN ‰«„
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Â—ç‰œ
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * ADJ ADJ,SIM,GEN „Õ «Ã
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * P P,GEN œ—»«—ÂÒ
W * N N,PL,PR ÌÊ‰”
W * DELM DELM °
W * N N,SING,SURN „Ì—
W * N N,SING,PR „Õ„œ
W * CON CON Ê
W * N N,SING,PR ‰«’—
W * V V,PRS,POS,3 „Ì ‰ê«—œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON ê—çÂ
