Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,COM ¬Â‰
W * DELM DELM °
W * N N,SING,COM êÊ‘ 
W * DELM DELM °
W * N N,SING,COM „—€
W * CON CON Ê
W * N N,SING,COM „«ÂÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM œÌê—
W * V V,PRE,NC,6 ⁄»«— ‰œ
W * P P «“
W * DELM DELM :
W * N N,PL,COM Õ»Ê»« 
W * DELM DELM °
W * N N,SING,COM ·Ê»Ì«
W * CON CON Ê
W * N N,PL,COM,GEN „ÌÊÂ Â«Ì
W * ADJ ADJ,SIM Œ‘ﬂ
W * MORP MORP,MADJ ‘œÂ
W * CON CON Ê
W * N N,SING,COM,GEN ‰ŒÊœ
W * ADJ ADJ,SIM ›—‰êÌ
W * DELM DELM .
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM ﬂ«›Ì
W * N N,SING,COM „’—›
W * V V,IMP,POS,5 ﬂ‰Ìœ
W * DELM DELM _
W * ADV ADV,GENR,SIM «€·»
W * P P «“
W * N N,SING,COM œ” 
W * N N,SING,NFL,GEN œ«œ‰
W * N N,SING,COM,GEN ¬»
W * N N,SING,COM »œ‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * ADJ ADJ,SIM œÌê—
W * P P «“
W * N N,PL,COM,GEN œ·«Ì·
W * N N,SING,COM Œ” êÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM  €–ÌÂ ‘‰«”«‰
W * ADV ADV,GENR,TIME —Ê“«‰Â
W * N N,SING,NUM Â‘ 
W * P P  «
W * N N,SING,NUM œÊ«“œÂ
W * N N,SING,CONT ·ÌÊ«‰
W * N N,SING,COM ¬»
W * RA RA —«
W * N N,SING,COM  Ê’ÌÂ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * P P,GEN »—«Ì
W * N N,SING,NFL —”Ìœ‰
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM Âœ›
W * V V,PRS,POS,5 „Ì  Ê«‰Ìœ
W * N N,SING,COM,GEN ‘Ì—
W * ADJ ADJ,SIM ﬂ„ ç—»Ì
W * CON CON Ê
W * N N,SING,COM ¬»
W * N N,PL,COM,GEN „ÌÊÂ Â«Ì
W * ADJ ADJ,SIM ﬂ„
W * N N,SING,COM ﬂ«·—Ì
W * RA RA —«
W * CON CON ‰Ì“
W * V V,IMP,POS,5 »‰Ê‘Ìœ
W * DELM DELM .
W * N N,SING,TIME ﬁ»·
W * DELM DELM °
W * N N,SING,TIME »⁄œ
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM,GEN ÕÌ‰
W * N N,SING,COM Ê—“‘
W * N N,SING,NFL ﬂ—œ‰
W * DELM DELM °
W * N N,SING,COM ¬»
W * V V,IMP,POS,5 »‰Ê‘Ìœ
W * DELM DELM .
