Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * V V,SUB,POS,3 »ŒÊ«Âœ
W * N N,SING,COM,GEN œ⁄ÊÌ
W * N N,SING,COM „·ÊﬂÌ 
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ê
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,PL,COM Å«œ‘«Â«‰
W * N N,SING,COM —› «—
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * PRO PRO,INDF,SING ¬‰çÂ
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,SING,COM,GEN œ‰»«·
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN  —»Ì 
W * N N,PL,COM „—Ìœ«‰
W * V V,PRE,SIM «” 
W * DELM DELM ∫
W * PRO PRO,personal,SING,3 «Ê
W * V V,PRS,POS,3 „Ì ŒÊ«Âœ
W * N N,SING,COM,GEN »«ÿ‰
W * N N,PL,COM „—Ìœ«‰
W * RA RA —«
W * N N,SING,COM «œ»
W * CON CON Ê
W * N N,SING,COM «’·«Õ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM „”∆·Â
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN „”∆·Â
W * N N,SING,COM »«ÿ‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,NEGG ‰Â
W * N N,SING,COM Ÿ«Â—
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM —Ê
W * DELM DELM °
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * N N,SING,PR Ã‰Ìœ
W * N N,SING,COM,INDF Ã„·Â «Ì
W * V V,PRS,POS,3 „Ì êÊÌœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM  ’Ê›
W * CON CON Ê
W * N N,SING,COM ⁄—›«‰
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM À» 
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,COM,GEN ‰ÌﬂÊÌÌ
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM Ÿ«Â—
W * N N,SING,COM,GEN ‰‘«‰ÂÒ
W * N N,SING,COM,GEN ‰ÌﬂÊÌÌ
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM »«ÿ‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM »«ÿ‰
W * CON CON ﬂÂ
W * DET DET Â„«‰
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM,GEN Õ—„ 
W * N N,PL,COM ÅÌ—«‰
W * CON CON Ê
W * N N,PL,COM «” «œ«‰
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,SIM ÿ»Ì⁄ «
W * P P œ—
W * N N,PL,COM ¬œ«»
W * CON CON Ê
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM,GEN »Ì—Ê‰Ì
W * N N,PL,COM «‘Œ«’
W * CON CON ‰Ì“
W * N N,SING,COM Ÿ«Â—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * ADV ADV,GENR,SIM »«·⁄ﬂ”
W * DELM DELM °
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,PL,COM,GEN ¬œ«»
W * ADJ ADJ,SIM Ÿ«Â—Ì
W * CON CON ‰Ì“
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN  ﬁÊÌ 
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Õ—„ 
W * P P œ—
W * N N,SING,COM »«ÿ‰
W * V V,PRS,POS,3 „Ì ê—œœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM ÊÃÊœ
W * N N,SING,NFL,GEN ¬Ê—œ‰
W * DET DET «Ì‰
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM,GEN «œ»
W * ADJ ADJ,SIM »«ÿ‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ﬁÊÌ 
W * DET DET «Ì‰
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Õ—„ 
W * P P œ—
W * N N,PL,COM ‘«ê—œ«‰
W * CON CON Ì«
W * N N,PL,COM,GEN „—Ìœ«‰
W * ADJ ADJ,SIM ÃÊ«‰
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM ÅÌ—«‰
W * P P «“
W * N N,PL,COM,GEN «’Ê·
W * ADJ ADJ,SIM,GEN  —»Ì Ì
W * N N,PL,COM «Ì—«‰Ì«‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM «⁄—«»
W * DELM DELM °
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,PL,COM »«œÌÂ ‰‘Ì‰«‰
W * DELM DELM °
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF «œ»Ì
W * CON CON ﬂÂ
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN „Ì—«À
W * N N,SING,COM,INDF  „œ‰Ì
W * ADJ ADJ,SIM ﬂÂ‰”«·
W * CON CON Ê
W * ADJ ADJ,SIM »«—Ì‘Â
W * V V,PRE,SIM «” 
W * N N,SING,COM ÊÃÊœ
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * P P œ—
W * ADJ ADJ,SIM Ê«ﬁ⁄
W * N N,SING,COM «”·«„
W * CON CON Ê
W * N N,SING,PR ﬁ—¬‰
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P »Â
W * N N,PL,COM ⁄—»Â«
W * N N,SING,COM «œ»
W * V V,PA,SIM,POS,3 ¬„ÊŒ 
W * DELM DELM .
W * N N,SING,COM,GEN „ﬁ«Ì”Â
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * RA RA —«
W * CON CON ﬂÂ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * N N,SING,COM,GEN „Ã·”
W * N N,PL,COM „Â —«‰
W * N N,SING,COM ”Œ‰
W * V V,SUB,NEG,4 ‰êÊÌÌ„
W * P P »«
W * N N,SING,COM,INDF ﬂ«—Ì
W * CON CON ﬂÂ
W * QUA QUA »—ŒÌ
W * N N,PL,COM «›—«œ
W * P P,GEN ÅÌ‘
W * N N,SING,PR ÅÌ€„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ’œ«Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADJ ADJ,SIM »·‰œ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN Õ—„ 
W * DET DET ¬‰
W * N N,SING,PR Õ÷— 
W * RA RA —«
W * N N,SING,COM Å«”
W * V V,PA,PRG,NEG,6 ‰„Ì œ«‘ ‰œ
W * DELM DELM .
W * P P  «
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM ¬ÌÂ
W * ADJ ADJ,SIM ‰«“·
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * DELM DELM :
W * OH OH «Ì
W * N N,PL,COM „ƒ„‰«‰
W * DELM DELM °
W * N N,SING,COM,GEN ’Ê 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADJ ADJ,CMPR »·‰œ —
W * P P «“
W * N N,SING,COM,GEN ’Ê 
W * N N,SING,PR ÅÌ«„»—
W * V V,IMP,NEG,5 „ﬂ‰Ìœ
W * CON CON Ê
W * P P »«
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM »·‰œ
W * N N,SING,COM ”Œ‰
W * V V,IMP,NEG,5 „êÊÌÌœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ¬ÌÂ
W * ADJ ADJ,SIM „ﬂÌ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * CON CON »·ﬂÂ
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,PL,COM,INDF œÊ—«‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,PR ÅÌ€„»—
W * P P œ—
W * N N,SING,LOC,PR „œÌ‰Â
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM ÕﬂÊ„ 
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P »«
W * N N,SING,COM ÊÃÊœ
W * DET DET «Ì‰
W * N N,SING,COM,GEN ¬ÌÂÒ
W * ADJ ADJ,SIM ‘—Ì›Â
W * DELM DELM °
W * CON CON Ê
W * N N,PL,COM,GEN ¬Ì« 
W * ADJ ADJ,SIM œÌê—
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM «œ»
W * N N,SING,NFL ¬„ÊŒ ‰
W * ADJ ADJ,SIM ‰«“·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * N N,SING,COM,INDF «œ»Ì
W * CON CON ﬂÂ
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * CON CON Ê
W * N N,PL,COM,GEN „‘«ÌŒ
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,LOC,PR Œ—«”«‰
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM ” «Ì‘
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * P P œ—
W * N N,PL,COM,GEN ÃÊ«„⁄
W * ADJ ADJ,SIM ⁄—»Ì
W * N N,SING,COM Õ«ﬂ„
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * CON CON œ—Ê«ﬁ⁄
W * N N,PL,COM,INDF «‘Œ«’Ì
W * ADV ADV,GENR,EXM,GEN ‰ŸÌ—
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * CON CON Ê
W * N N,SING,PR,GEN «»ÊÕ›’
W * N N,SING,PR ‰Ì‘«»Ê—Ì
W * CON CON Ê
W * N N,PL,NUM œÂÂ«
W * CON CON Ê
W * CON CON »·ﬂÂ
W * N N,PL,NUM ’œÂ«
W * N N,SING,COM ⁄«—›
W * CON CON Ê
W * N N,SING,COM,GEN ⁄«·„
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  „œ‰
W * ADJ ADJ,SIM «”·«„Ì
W * RA RA —«
W * P P »«
W * N N,SING,COM,INDF «œ»Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ì—«À
W * ADJ ADJ,SIM,GEN ›—Â‰êÌ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * V V,PA,SIM,POS,3 »Êœ
W * V V,PA,SIM,POS,6 ¬—«” ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ‰ﬁ‘
W * DET DET «Ì‰
W * N N,SING,COM «œ»
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Ã‰»ÂÒ
W * ADJ ADJ,SIM  —»Ì Ì
W * CON CON Ê
W * ADJ ADJ,SIM „⁄‰ÊÌ
W * V V,PA,SIM,POS,3 œ«‘ 
W * ADV ADV,I çÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM ø
W * P P «“
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR »‰ „»«—ﬂ
W * N N,SING,COM,GEN ”Œ‰
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * QUA QUA «‰œﬂÌ
W * N N,SING,COM «œ»
W * V V,PRE,ADJC,4 „Õ «Ã —Ì„
W * P P  «
W * P P »Â
W * N N,SING,COM,GEN «›“Ê‰Ì
W * N N,SING,COM ⁄·„
W * DELM DELM .
W * CON CON Ê
W * N N,SING,COM,INDF Êﬁ Ì
W * V V,SUB,POS,4 »ŒÊ«ÂÌ„
W * DET DET «Ì‰
W * N N,SING,COM Ã„·Â
W * RA RA —«
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,PL,COM,GEN Ã„·« 
W * ADJ ADJ,SIM,GEN ﬁ»·Ì
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM  ›”Ì—
W * V V,SUB,POS,4 ﬂ‰Ì„
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * V V,SUB,POS,4 »êÊÌÌ„
W * CON CON ﬂÂ
W * N N,SING,COM «‰”«‰
W * P P »Â
W * N N,SING,COM ŒÊœ‘‰«”Ì
W * CON CON Ê
W * N N,SING,COM,GEN  Â–Ì»
W * N N,SING,COM ‰›”
W * CON CON Ê
W * N N,SING,COM,GEN  —»Ì 
W * ADJ ADJ,SIM „⁄‰ÊÌ
W * ADJ ADJ,CMPR »Ì‘ —
W * ADJ ADJ,SIM „Õ «Ã
W * V V,PRE,SIM «” 
W * P P  «
W * P P »Â
W * N N,SING,NFL,GEN ›—«ê—› ‰
W * N N,PL,COM „”„Ê⁄« 
W * CON CON Ê
W * N N,PL,COM «ÿ·«⁄« 
W * DELM DELM .
W * CON CON Ê
W * PRO PRO,DEMO,SING «Ì‰
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM,GEN «’·
W * ADJ ADJ,SIM,GEN  —»Ì Ì
W * N N,PL,COM,GEN „·«„ Ì«‰
W * N N,SING,LOC,PR ‰Ì‘«»Ê—
W * CON CON Ê
W * N N,SING,LOC,PR „—Ê
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * ADJ ADJ,SIM,GEN „Õﬁﬁ
W * ADJ ADJ,SIM ”Ê∆Ì”Ì
W * DELM DELM °
W * N N,SING,SURN ‘«œ—Ê«‰
W * N N,SING,PR ›—Ì ”
W * N N,SING,PR „«Ì—
W * DELM DELM °
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM ‰ﬂ Â
W * N N,SING,COM  ÊÃÂ
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,INDF „ﬁ«·Â «Ì
W * CON CON ﬂÂ
W * N N,PL,TIME ”«·Â«
W * ADJ ADJ,SIM ÅÌ‘
W * P P »«
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,LOC,PR Œ—«”«‰
W * CON CON Ê
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,COM,GEN  ’Ê›
W * ADJ ADJ,SIM ﬂ·«”Ìﬂ
W * V V,PA,NAR,POS,3 ‰Ê‘ Â
W * DELM DELM °
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DELM DELM :
W * P P «“
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÊ„
W * P P  «
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD çÂ«—„
W * N N,SING,COM,INDF  ÕÊ·Ì
W * P P œ—
W * N N,SING,LOC,PR Œ—«”«‰
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * CON CON Â„
W * P P œ—
W * N N,SING,LOC,PR ‰Ì‘«»Ê—
W * DELM DELM °
W * N N,SING,COM ’Ê— 
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM  —»Ì 
W * N N,SING,COM,GEN ‰“œ
W * N N,SING,COM,GEN «—»«»
W * N N,SING,COM ”·Êﬂ
W * N N,SING,COM,GEN «Â„Ì 
W * ADJ ADJ,SIM,INDF ÊÌéÂ «Ì
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM ‘ÌŒ «· ⁄·Ì„
W * RA RA —«
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,3 ﬂ«—‘
W * N N,SING,COM ¬„Ê“‘
W * V V,PA,SIM,POS,3 »Êœ
W * ADJ ADJ,SIM „ƒœ»
W * N N,SING,COM „—»Ì
W * CON CON Ì«
W * N N,SING,COM ‘ÌŒ «· —»ÌÂ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * N N,SING,PR,GEN «»ÊÕ›’
W * N N,SING,PR Õœ«œ
W * CON CON ‰Ì“
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œ«” «‰
W * N N,SING,COM,GEN „·«ﬁ« 
W * PRO PRO,personal,SING,3 «Ê
W * P P »«
W * N N,SING,PR Ã‰Ìœ
W * RA RA —«
W * N N,SING,PR „«Ì—
W * CON CON Â„
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON œ—Ê«ﬁ⁄
W * ADJ ADJ,CMPR »Ì‘ —
W * N N,SING,COM „—»Ì
W * CON CON Ì«
W * N N,SING,COM,GEN ‘ÌŒ
W * N N,SING,COM  —»Ì 
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „⁄‰Ì
W * N N,SING,COM «Œ ’«’
W * P P »Â
W * N N,SING,LOC,PR ‰Ì‘«»Ê—
W * CON CON Ê
W * N N,PL,COM ‰Ì‘«»Ê—Ì«‰
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM °
W * CON CON,DCOR çÂ
W * P P œ—
W * N N,PL,COM,GEN ”Œ‰«‰
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * CON CON ‰Ì“
W * DET DET Â„Ì‰
W * N N,SING,COM „⁄‰Ì
W * RA RA —«
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * N N,SING,COM „‘«ÂœÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * P P «“
W * N N,SING,COM Ã„·Â
W * P P œ—
W * N N,PL,COM,GEN ”Œ‰«‰
W * ADJ ADJ,SIM,INDF ›«—”ÌÌ
W * CON CON ﬂÂ
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,SING,COM Ì«œê«—
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN ”Œ‰«‰
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * CON CON Ê
W * N N,SING,COM,GEN —› «—
W * PRO PRO,personal,SING,3 «Ê
W * P P »«
W * N N,SING,NUM œÊ
W * N N,SING,COM  ‰
W * P P «“
W * N N,PL,COM,GEN „‘«ÌŒ
W * N N,SING,COM,AFF,3 “„«‰‘
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,PR «»Ê⁄„—
W * N N,SING,PR,GEN Õ›’
W * N N,SING,PR »‰ Õ„Ìœ
W * N N,SING,PR,GEN «ﬂ«›
W * N N,SING,PR „—Ê“Ì
W * CON CON Ê
W * ADV ADV,GENR,SIM œÌê—
W * N N,SING,PR,GEN «»Ê«”Õﬁ
W * N N,SING,PR ›“«—Ì
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Õ—„ 
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM ÅÌ—«‰
W * CON CON Ê
W * N N,PL,COM »“—ê«‰
W * CON CON Ê
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM «œ»
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM „‘ÂÊœ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,INDF Œ’Ê’Ì Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Ã«„⁄ÂÒ
W * ADJ ADJ,SIM «Ì—«‰Ì
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,PL,COM,GEN ‘Â—Â«Ì
W * N N,SING,LOC,PR Œ—«”«‰
W * P P «“
W * N N,SING,COM Ã„·Â
W * P P œ—
W * N N,SING,LOC,PR „—Ê
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO œ«‘ Â
W * CON CON Ê
W * N N,SING,PR ›—Ì ”
W * N N,SING,PR „«Ì—
W * CON CON Â„
W * P P »Â
W * N N,SING,COM «Â„Ì 
W * N N,SING,NFL,GEN Ì«› ‰
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * P P œ—
W * N N,PL,COM,GEN œÊ—Â Â«Ì
W * ADJ ADJ,SIM »⁄œ
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM «Õ „«·«
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM œ·Ì·
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰ÊÌ”‰œê«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON Â„
W * DET DET «Ì‰
W * N N,PL,COM ”Œ‰«‰
W * RA RA —«
W * ADV ADV,GENR,SIM ⁄Ì‰«
W * P P »Â
W * DET DET Â„«‰
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM,GEN «’·Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN  √ÌÌœ
W * N N,SING,COM,GEN „ÿ·»
W * ADJ ADJ,SIM ›Êﬁ
W * DELM DELM °
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * RA RA —«
W * CON CON ﬂÂ
W * PRO PRO,DEMO,SING ¬‰
W * CON CON Â„
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM Õ—„ 
W * CON CON Ê
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM «œ»
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM,GEN  ·«ﬁÌ
W * N N,PL,COM ›—Â‰êÂ«
W * CON CON Ê
W * N N,SING,COM,GEN «‰ ﬁ«·
W * N N,PL,COM œ«‰‘Â«
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM ‘ﬂÊ›«ÌÌ
W * CON CON Ê
W * N N,SING,COM,GEN ÅÌ‘—› 
W * N N,SING,COM œ«‰‘
W * P P œ—
W * N N,PL,COM,GEN ﬁ—Ê‰
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,SING,COM «”·«„
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,PL,COM œ«‰‘„‰œ«‰
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,SING,COM,GEN „Ì—«À
W * ADJ ADJ,SIM,GEN ⁄·„Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * DELM DELM °
W * N N,PL,COM,INDF ¬À«—Ì
W * P P »Â
W * N N,SING,COM Ì«œê«—
W * V V,PA,SIM,POS,6 ê–«‘ ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM Å«ÌÂ
W * CON CON Ê
W * N N,SING,COM,GEN „«ÌÂ
W * N N,SING,COM,GEN œ«‰‘
W * ADJ ADJ,SIM ÃœÌœ
W * V V,PA,SIM,POS,3 ê—œÌœ
W * DELM DELM .
W * N N,SING,PR ŒÌ«„
W * P P œ—
W * N N,SING,COM,INDF „ÕÌÿÌ
W * P P »Â
W * N N,SING,COM œ›«⁄
W * P P «“
W * N N,PL,COM,GEN ⁄·Ê„
W * ADJ ADJ,SIM —Ì«÷Ì
W * N N,SING,COM Å—œ«Œ 
W * CON CON Ê
W * P P «“
W * N N,SING,COM «Â„Ì 
W * CON CON Ê
W * N N,SING,COM,GEN ÷—Ê— 
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ”Œ‰
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,COM  ﬂ›Ì—
W * CON CON Ê
W * N N,SING,COM,GEN  ›”Ìﬁ
W * N N,PL,COM Ÿ«Â—»Ì‰«‰
W * DELM DELM °
W * N N,SING,COM,GEN Â‰œ”Â
W * ADJ ADJ,SIM “‰œﬁÂ
W * CON CON Ê
W * N N,SING,COM,GEN „œŒ·
W * N N,SING,COM ﬂ›—
W * ADJ ADJ,INO ‘„—œÂ
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM !
W * N N,SING,COM,GEN ﬂ «»
W * ADJ ADJ,SIM,GEN ⁄—»Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Œ—«”«‰Ì
W * ADJ ADJ,SIM œÌê—
W * DELM DELM °
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR ﬁ‘Ì—Ì
W * DELM DELM °
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM ‰ﬁ·
W * CON CON Ê
W * N N,SING,COM,GEN ”Œ‰
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM Œ „
W * V V,PRS,POS,1 „Ì ﬂ‰„
W * DELM DELM .
W * N N,SING,PR ﬁ‘Ì—Ì
W * P P œ—
W * N N,SING,COM,GEN —”«·ÂÒ
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,INDF Õﬂ«Ì Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * P P «“
W * N N,SING,COM,INDF ‘ÌŒÌ
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ‰’—
W * CON CON ﬂÂ
